id_estudiante,promedio_general,promedio_actual,asistencia_promedio,materias_reprobadas,materias_recursadas,materias_inscritas,materias_aprobadas,cuatrimestre_actual,cuatrimestres_retraso,parciales_reprobados,calificacion_minima_parcial,calificacion_maxima_parcial,beneficiario_beca,turno,preferencia_carrera,foraneo,trabaja,edad_ingreso,desercion
ISW-2025-01387,7.11,7.12,0.6115,4,4,5,24,5,1,52,5.9,7.9,0,0,0,1,1,19,1
ISW-2025-01388,7.93,7.91,0.8369,0,0,7,7,2,0,4,6.7,9.3,0,1,0,1,1,26,0
ISW-2025-01389,8.05,8.21,0.942,0,0,6,42,7,0,40,6.7,9.0,1,0,1,1,0,24,0
ISW-2025-01390,5.79,6.09,0.7272,0,0,5,0,1,0,0,3.4,7.8,0,0,0,0,1,20,0
ISW-2023-01391,8.57,8.45,0.8654,0,0,7,49,8,1,28,6.9,8.9,0,0,2,0,1,22,0
ISW-2018-01392,7.13,7.24,0.7469,5,5,5,30,6,2,61,5.6,8.3,0,1,2,1,1,21,1
ISW-2022-01393,8.06,8.31,0.8654,0,0,7,0,1,0,0,5.2,9.8,0,1,0,0,1,22,0
ISW-2019-01394,6.51,6.26,0.6278,0,0,6,0,1,0,0,3.3,7.6,0,0,2,0,0,21,0
ISW-2019-01395,8.15,8.04,0.8646,3,3,7,32,6,1,22,5.1,9.7,0,2,0,0,1,20,0
ISW-2020-01396,6.95,7.52,0.8025,0,0,6,0,1,0,0,5.9,9.1,1,1,0,0,1,22,0
ISW-2024-01397,7.61,7.33,0.7792,0,0,5,14,3,0,31,6.3,8.2,1,2,0,0,1,23,0
ISW-2024-01398,9.02,8.69,0.9031,0,0,6,49,8,1,19,7.2,10.0,0,1,1,0,1,21,0
ISW-2023-01399,8.97,9.28,0.8877,0,0,6,21,4,1,7,7.5,10.0,0,0,0,1,1,28,0
ISW-2021-01400,10.0,9.91,0.9832,1,1,5,6,2,0,1,6.5,10.0,1,3,1,0,0,23,0
ISW-2022-01401,8.46,8.33,0.7844,2,1,5,12,3,1,28,7.3,9.9,0,2,2,0,1,27,1
ISW-2025-01402,8.3,8.39,0.746,0,0,6,0,1,0,0,6.4,10.0,0,1,0,0,1,19,0
ISW-2019-01403,7.32,7.36,0.9153,2,1,5,54,9,1,67,4.6,8.7,0,0,2,0,1,20,1
ISW-2018-01404,7.61,7.98,0.8814,0,0,7,7,2,0,0,7.0,9.7,0,0,1,0,0,21,0
ISW-2025-01405,8.21,8.36,0.7979,0,0,6,0,1,0,0,6.2,9.0,0,1,0,0,1,26,0
ISW-2023-01406,9.01,9.46,0.8375,0,0,6,7,2,0,1,6.4,10.0,1,0,0,0,1,23,0
ISW-2020-01407,9.31,9.39,0.9136,0,0,6,56,9,1,21,6.0,10.0,1,1,0,0,0,26,0
ISW-2024-01408,7.8,7.9,0.8411,0,0,6,0,1,0,0,5.4,8.8,0,0,0,1,1,18,0
ISW-2025-01409,6.99,7.04,0.9339,4,2,6,38,7,1,69,3.7,8.5,0,1,1,0,1,23,1
ISW-2025-01410,8.51,8.57,0.8318,2,1,7,26,5,1,21,5.5,10.0,0,0,0,0,1,17,0
ISW-2020-01411,6.54,6.8,0.8254,2,1,7,33,6,1,63,5.5,7.8,0,0,0,1,0,18,1
ISW-2020-01412,8.78,8.81,0.8557,1,1,5,55,9,0,40,6.0,10.0,1,0,1,1,0,19,0
ISW-2022-01413,9.02,8.43,0.8153,0,0,7,35,6,1,16,7.4,10.0,0,2,1,1,1,25,0
ISW-2025-01414,8.06,8.73,0.7626,0,0,7,49,8,1,43,7.8,9.1,1,1,2,0,1,25,0
ISW-2025-01415,6.85,6.9,0.7563,0,0,7,0,1,0,0,5.0,7.8,0,3,0,1,0,22,0
ISW-2018-01416,7.38,7.4,0.7774,2,2,5,33,6,1,60,5.0,9.0,0,1,1,0,1,22,1
ISW-2018-01417,8.49,8.46,0.8912,1,1,7,13,3,0,6,6.8,9.2,0,2,0,1,0,20,0
ISW-2019-01418,6.36,6.7,0.9213,2,2,6,12,3,0,25,4.9,7.6,0,1,1,1,0,23,0
ISW-2020-01419,8.73,8.24,0.7623,0,0,7,42,7,0,62,7.3,9.8,1,2,0,0,1,23,0
ISW-2023-01420,6.05,6.84,0.6504,4,3,7,52,9,2,117,4.6,7.3,0,3,0,1,0,27,1
ISW-2019-01421,7.81,7.53,0.653,1,1,6,27,5,0,39,5.1,8.8,0,1,2,1,0,27,0
ISW-2022-01422,8.3,8.24,0.8391,2,1,5,12,3,1,13,6.8,8.9,0,0,1,0,1,20,0
ISW-2024-01423,8.59,8.27,0.9389,2,1,5,12,3,1,4,5.0,9.4,0,1,1,0,0,21,0
ISW-2023-01424,7.73,7.98,0.8233,0,0,5,7,2,0,8,5.2,9.0,1,0,0,1,0,22,0
ISW-2022-01425,9.95,10.0,0.8835,1,1,5,6,2,0,2,7.7,10.0,0,0,1,0,0,21,0
ISW-2018-01426,8.71,8.56,0.8396,1,1,6,6,2,1,1,6.5,9.9,0,1,0,0,1,21,0
ISW-2022-01427,8.98,9.15,0.8946,0,0,7,0,1,0,0,7.1,10.0,0,2,0,0,1,21,0
ISW-2019-01428,8.71,8.53,0.9611,0,0,5,0,1,0,0,5.2,9.5,0,0,0,1,0,25,0
ISW-2024-01429,7.89,7.9,0.8895,2,2,6,33,6,1,41,4.6,9.2,0,0,0,1,0,26,1
ISW-2020-01430,7.7,8.04,0.9078,0,0,7,14,3,1,10,5.0,8.5,0,2,0,0,0,26,0
ISW-2022-01431,8.55,8.97,0.8676,1,1,7,48,8,1,25,7.1,9.4,0,0,1,1,1,26,1
ISW-2019-01432,9.38,9.35,0.8372,1,0,5,20,4,0,12,6.2,10.0,0,0,0,1,1,22,0
ISW-2021-01433,7.92,7.8,0.8427,0,0,6,0,1,0,0,4.5,8.5,0,1,2,0,0,19,0
ISW-2019-01434,5.71,6.07,0.832,0,0,6,0,1,0,0,3.6,7.0,1,2,2,0,1,20,0
ISW-2024-01435,7.97,8.52,0.9208,0,0,7,0,1,0,0,6.0,9.6,0,1,0,0,1,18,0
ISW-2021-01436,9.84,9.23,0.8079,0,0,5,56,9,0,27,5.7,10.0,0,1,1,1,0,23,0
ISW-2022-01437,8.15,7.94,0.8723,0,0,6,0,1,0,0,5.3,8.4,0,0,0,0,0,23,0
ISW-2020-01438,5.0,5.0,0.7866,3,2,6,11,3,0,31,2.4,6.4,0,0,2,0,1,19,1
ISW-2025-01439,7.71,7.38,0.9114,2,2,6,47,8,1,49,4.7,9.0,1,2,0,0,1,18,0
ISW-2021-01440,10.0,9.38,0.9324,1,1,6,55,9,1,15,7.4,10.0,0,2,0,0,0,22,0
ISW-2021-01441,7.34,7.17,0.7227,3,2,6,4,2,1,12,5.0,8.3,0,0,0,0,0,22,1
ISW-2024-01442,9.66,9.68,0.9512,0,0,5,0,1,0,0,8.6,10.0,1,0,2,0,1,21,0
ISW-2023-01443,10.0,9.98,0.9048,0,0,5,0,1,0,0,8.5,10.0,1,0,0,0,1,25,0
ISW-2025-01444,6.45,6.17,0.7903,0,0,5,0,1,0,0,4.4,7.0,1,0,2,1,0,20,0
ISW-2021-01445,8.52,8.42,0.8023,0,0,6,0,1,0,0,5.5,9.3,0,0,0,1,0,20,0
ISW-2025-01446,7.25,7.31,0.4952,2,1,5,19,4,0,41,5.0,8.7,0,0,1,1,0,22,1
ISW-2022-01447,8.42,8.84,0.9027,0,0,5,49,8,0,21,6.1,10.0,0,2,0,0,1,18,0
ISW-2021-01448,8.65,8.43,0.8862,0,0,6,14,3,1,5,6.8,9.8,0,0,0,0,1,18,0
ISW-2020-01449,8.02,8.03,0.9006,2,1,5,19,4,1,19,4.6,9.3,0,1,0,1,0,29,0
ISW-2024-01450,8.33,8.42,0.969,0,0,6,0,1,0,0,7.0,9.8,1,1,0,0,1,18,0
ISW-2019-01451,8.59,8.48,0.91,3,2,7,32,6,1,31,6.5,9.9,0,2,1,0,0,23,1
ISW-2019-01452,5.69,5.83,0.9228,2,1,7,19,4,1,36,4.9,7.2,0,3,1,0,1,18,0
ISW-2025-01453,9.54,9.21,0.9218,0,0,5,42,7,0,15,7.0,10.0,0,0,0,0,0,18,0
ISW-2019-01454,7.28,7.41,0.7696,4,3,6,45,8,1,85,6.3,9.1,0,0,0,0,0,21,1
ISW-2019-01455,9.05,9.31,0.8388,0,0,5,7,2,1,4,8.2,9.7,0,1,0,1,0,18,0
ISW-2025-01456,8.69,8.62,0.7773,0,0,6,0,1,0,0,5.5,9.5,1,0,1,1,0,20,0
ISW-2020-01457,8.7,8.65,0.7958,3,2,6,4,2,0,6,6.2,9.5,0,0,1,1,1,24,0
ISW-2018-01458,8.36,8.51,0.8366,2,2,5,12,3,0,6,6.1,9.8,1,0,2,1,0,21,0
ISW-2023-01459,8.51,8.29,0.8665,1,1,7,48,8,1,34,6.3,9.2,0,2,2,1,0,22,1
ISW-2023-01460,8.99,8.6,0.8155,1,1,6,6,2,0,8,6.4,9.3,1,0,0,0,1,20,0
ISW-2024-01461,9.22,8.97,0.7488,1,0,6,34,6,0,41,6.7,10.0,0,1,0,0,0,26,0
ISW-2019-01462,8.93,8.59,0.885,2,1,6,12,3,1,9,6.1,9.0,1,0,2,1,0,23,0
ISW-2018-01463,7.35,7.9,0.8231,0,0,5,0,1,0,0,5.8,9.3,1,1,0,0,0,19,0
ISW-2024-01464,8.22,8.71,0.9195,0,0,5,7,2,1,4,7.7,10.0,0,0,0,1,1,21,0
ISW-2024-01465,8.18,8.06,0.7943,1,1,6,20,4,0,34,4.8,8.9,0,2,0,0,1,23,0
ISW-2023-01466,7.08,7.23,0.9474,3,3,5,25,5,0,33,6.1,8.9,1,1,1,0,1,18,1
ISW-2021-01467,8.62,8.47,0.8339,1,1,6,13,3,0,12,7.2,10.0,0,0,1,1,1,29,0
ISW-2023-01468,8.31,7.8,0.817,3,2,7,4,2,0,11,6.3,8.5,1,0,2,1,0,21,1
ISW-2022-01469,7.11,7.16,0.6301,3,2,6,25,5,1,46,4.2,7.8,1,2,0,1,0,22,1
ISW-2022-01470,7.68,7.43,0.8888,0,0,5,0,1,0,0,6.5,9.2,1,2,0,0,1,19,0
ISW-2018-01471,7.09,7.56,0.9145,5,3,7,44,8,2,74,4.3,8.9,0,0,0,0,0,26,1
ISW-2024-01472,8.83,8.68,0.8871,0,0,6,0,1,0,0,6.2,9.9,0,0,1,0,1,24,0
ISW-2022-01473,7.91,8.16,0.843,0,0,6,0,1,0,0,4.7,8.5,1,0,0,1,0,28,0
ISW-2019-01474,9.14,8.87,0.6797,1,1,7,13,3,1,20,6.5,9.2,0,0,2,0,0,25,1
ISW-2023-01475,9.31,8.97,0.923,1,1,6,13,3,0,4,5.9,9.5,0,0,0,0,1,25,0
ISW-2022-01476,8.47,8.2,0.9215,1,0,7,13,3,1,10,5.1,9.2,0,0,1,0,0,22,0
ISW-2020-01477,9.12,9.0,0.8577,0,0,6,14,3,0,5,6.6,9.6,1,0,2,1,1,19,0
ISW-2024-01478,8.52,8.16,0.8598,2,1,1,61,10,1,28,6.2,9.2,0,2,0,0,1,25,0
ISW-2023-01479,6.98,7.02,0.5316,2,2,5,12,3,1,28,5.7,8.3,0,2,1,1,1,24,1
ISW-2021-01480,8.29,8.04,0.7684,0,0,5,14,3,0,20,5.7,8.8,0,2,0,0,1,28,1
ISW-2019-01481,9.05,9.0,0.8298,0,0,6,14,3,0,7,6.8,10.0,1,1,2,1,0,23,0
ISW-2021-01482,8.79,8.39,0.8458,0,0,7,0,1,0,0,6.0,9.7,0,1,2,1,0,21,0
ISW-2023-01483,7.89,8.31,0.8636,4,1,7,17,4,2,14,7.2,9.3,1,0,1,0,1,19,0
ISW-2024-01484,7.83,7.74,0.9169,0,0,5,7,2,0,8,4.4,8.9,1,1,0,0,0,23,0
ISW-2021-01485,7.58,7.56,0.8914,2,1,5,19,4,1,25,6.0,8.1,1,0,2,0,0,21,0
ISW-2020-01486,7.61,7.49,0.7521,0,0,6,0,1,0,0,5.2,8.3,1,1,2,0,0,22,0
ISW-2023-01487,7.49,7.36,0.836,2,1,1,61,10,1,92,5.6,8.1,0,3,1,1,1,20,1
ISW-2019-01488,7.91,8.16,0.776,1,1,7,13,3,1,19,5.6,9.6,0,2,2,0,1,25,0
ISW-2020-01489,8.03,8.23,0.7435,0,0,7,42,7,0,58,6.7,9.0,0,0,0,0,0,23,0
ISW-2020-01490,9.68,9.39,0.9624,1,1,7,13,3,0,6,8.2,9.9,1,1,0,1,0,27,0
ISW-2020-01491,8.96,8.52,0.8209,0,0,6,0,1,0,0,7.5,9.5,0,0,0,0,0,21,0
ISW-2021-01492,8.5,8.76,0.8917,2,1,5,33,6,0,13,5.9,9.7,0,0,0,0,0,26,0
ISW-2025-01493,8.65,8.96,0.7398,0,0,6,21,4,1,20,7.5,10.0,1,0,0,1,0,29,1
ISW-2025-01494,9.15,8.38,0.8581,3,2,7,32,6,0,22,6.3,9.8,0,0,1,1,1,25,1
ISW-2018-01495,8.48,8.39,0.8081,0,0,7,14,3,1,11,6.8,8.9,1,1,0,0,1,23,0
ISW-2023-01496,8.75,8.86,0.9512,1,0,7,20,4,1,6,7.8,10.0,0,0,0,0,1,22,0
ISW-2020-01497,8.48,8.68,0.8244,0,0,7,42,7,0,12,6.3,9.5,0,0,1,0,1,23,0
ISW-2019-01498,8.13,7.91,0.7488,0,0,5,21,4,0,35,5.1,8.9,0,3,1,0,1,21,0
ISW-2021-01499,7.77,7.9,0.7926,1,1,5,6,2,1,11,6.7,9.4,0,1,2,1,1,21,0
ISW-2025-01500,7.73,7.73,0.9049,3,2,7,18,4,1,23,6.8,8.9,0,0,0,0,1,23,1
ISW-2025-01501,8.84,7.97,0.8374,1,1,5,27,5,0,30,6.8,8.7,1,1,2,0,1,19,1
ISW-2025-01502,8.57,8.47,0.7903,2,2,5,54,9,0,46,5.5,8.9,0,1,0,0,1,22,0
ISW-2024-01503,7.56,8.02,0.8636,1,0,6,6,2,0,5,6.9,9.4,0,1,0,1,0,22,0
ISW-2020-01504,6.86,6.84,0.8553,1,1,5,13,3,0,21,5.0,7.8,1,1,1,1,0,23,0
ISW-2021-01505,9.38,9.03,0.7553,2,2,5,33,6,0,34,8.0,10.0,1,2,0,0,1,25,0
ISW-2025-01506,7.57,7.69,0.8609,2,2,5,12,3,1,11,4.5,9.2,0,0,1,0,1,28,0
ISW-2020-01507,9.01,8.55,0.9628,0,0,7,28,5,1,19,7.2,9.1,1,1,0,0,1,27,0
ISW-2025-01508,8.72,9.08,0.9385,1,1,7,13,3,0,11,7.9,9.4,0,0,0,0,0,22,0
ISW-2022-01509,9.49,8.74,0.7994,0,0,6,0,1,0,0,5.9,9.4,0,2,0,1,1,25,0
ISW-2019-01510,8.82,8.58,0.912,0,0,6,28,5,1,18,6.4,10.0,0,0,0,1,1,23,0
ISW-2022-01511,8.07,7.53,0.7039,0,0,7,0,1,0,0,4.2,8.0,1,0,0,1,1,22,0
ISW-2025-01512,8.42,8.34,0.8777,0,0,7,0,1,0,0,6.5,9.0,0,3,0,0,0,26,0
ISW-2020-01513,8.09,8.29,0.8591,0,0,5,21,4,0,10,6.7,10.0,0,1,0,1,0,20,0
ISW-2024-01514,8.03,8.58,0.9474,0,0,7,28,5,1,13,7.3,8.9,1,0,1,0,0,22,0
ISW-2022-01515,9.14,9.44,0.9517,0,0,6,42,7,0,8,6.9,10.0,0,0,0,0,1,25,0
ISW-2018-01516,7.62,8.2,0.877,2,1,6,5,2,0,4,7.1,9.9,0,0,1,0,0,20,0
ISW-2023-01517,7.85,7.81,0.7871,0,0,5,0,1,0,0,5.4,8.4,1,3,1,1,1,24,0
ISW-2018-01518,8.42,8.4,0.7782,3,1,7,53,9,0,74,5.4,8.9,0,0,0,1,0,23,1
ISW-2022-01519,9.43,8.86,0.8783,0,0,7,0,1,0,0,6.4,10.0,0,0,0,0,1,20,0
ISW-2024-01520,7.99,7.9,0.883,0,0,5,0,1,0,0,5.7,9.0,0,1,1,1,0,20,0
ISW-2022-01521,7.66,7.42,0.5563,3,2,6,4,2,1,14,4.2,8.3,1,0,2,1,1,21,1
ISW-2023-01522,6.84,7.09,0.8843,3,2,7,11,3,0,21,5.1,7.6,0,0,0,1,1,20,1
ISW-2024-01523,7.53,7.12,0.6166,1,1,7,41,7,0,75,5.9,8.2,0,2,2,0,1,23,1
ISW-2020-01524,7.41,7.44,0.8658,0,0,7,28,5,0,31,5.4,9.2,0,0,0,1,1,19,0
ISW-2025-01525,8.01,8.14,0.7949,3,1,5,25,5,0,38,5.0,8.8,0,2,0,1,0,21,0
ISW-2023-01526,6.02,6.43,0.7701,0,0,5,0,1,0,0,4.5,7.7,1,2,0,1,0,19,0
ISW-2018-01527,8.5,8.63,0.7818,1,1,6,6,2,0,10,6.1,9.0,0,0,0,0,0,18,0
ISW-2022-01528,8.44,8.94,0.8338,1,0,6,13,3,0,11,7.7,10.0,0,1,0,1,1,23,0
ISW-2021-01529,8.08,8.41,0.7866,0,0,7,0,1,0,0,7.3,9.4,0,2,0,1,1,18,0
ISW-2020-01530,8.56,8.39,0.9592,1,1,5,6,2,0,2,6.3,8.8,0,1,0,0,0,29,0
ISW-2022-01531,6.97,6.98,0.8995,4,2,5,3,2,2,11,4.0,8.5,0,1,1,1,1,22,1
ISW-2021-01532,9.36,9.3,0.9071,0,0,6,0,1,0,0,8.2,10.0,1,0,0,0,0,24,0
ISW-2018-01533,7.83,7.98,0.7936,4,3,6,17,4,1,37,5.9,8.4,1,0,2,0,0,24,1
ISW-2022-01534,7.09,6.82,0.8787,3,2,5,25,5,0,48,4.7,8.5,0,1,2,0,0,22,0
ISW-2023-01535,8.44,8.7,0.8261,0,0,5,0,1,0,0,6.6,9.6,0,0,0,0,1,18,0
ISW-2025-01536,7.25,7.33,0.9477,2,1,6,12,3,0,15,5.4,8.7,0,0,0,0,0,20,0
ISW-2022-01537,8.13,8.33,0.8727,0,0,6,35,6,1,30,6.0,10.0,0,1,0,0,1,24,0
ISW-2021-01538,7.72,7.89,0.8503,1,1,6,27,5,1,22,5.8,8.8,0,0,2,0,1,23,1
ISW-2022-01539,8.1,8.21,0.9347,1,1,5,34,6,1,23,7.2,9.7,0,2,0,0,1,27,0
ISW-2025-01540,9.22,9.24,0.8813,0,0,7,14,3,0,9,6.8,9.7,1,2,0,0,0,22,0
ISW-2024-01541,7.29,7.11,0.6928,2,1,6,33,6,0,67,3.9,7.5,1,2,2,1,1,25,1
ISW-2020-01542,7.53,7.72,0.832,1,1,6,6,2,0,5,5.8,8.7,0,0,0,0,1,21,0
ISW-2025-01543,8.32,8.21,0.9432,1,1,5,6,2,1,4,6.9,9.5,1,0,0,0,0,21,0
ISW-2020-01544,6.69,6.66,0.8061,0,0,5,0,1,0,0,4.3,7.3,0,2,2,0,0,26,0
ISW-2018-01545,8.08,8.4,0.8927,2,1,6,12,3,0,10,7.2,8.9,0,0,2,0,0,18,0
ISW-2022-01546,10.0,9.93,0.8852,1,1,7,6,2,1,1,7.9,10.0,1,1,0,0,0,23,0
ISW-2025-01547,6.84,6.7,0.9346,2,1,7,5,2,1,13,4.7,7.5,0,1,0,1,0,23,0
ISW-2023-01548,5.16,5.0,0.7932,6,2,6,22,5,1,51,3.6,5.5,0,0,0,0,1,21,1
ISW-2022-01549,8.46,8.54,0.9614,0,0,6,7,2,1,3,6.8,9.5,1,0,0,0,0,21,0
ISW-2018-01550,9.55,9.27,0.9558,2,1,7,5,2,0,3,6.4,10.0,0,1,0,0,1,20,0
ISW-2021-01551,9.73,9.44,0.968,0,0,7,0,1,0,0,7.9,10.0,1,0,0,0,0,29,0
ISW-2022-01552,7.42,8.0,0.8709,1,1,7,13,3,1,19,6.1,9.2,0,2,1,1,1,20,0
ISW-2019-01553,9.53,9.2,0.8866,0,0,6,7,2,0,6,8.0,10.0,1,1,1,1,1,25,0
ISW-2019-01554,8.08,8.24,0.8129,0,0,7,7,2,0,3,7.1,9.8,0,0,2,0,0,24,0
ISW-2025-01555,8.23,8.78,0.8422,2,1,6,5,2,1,2,7.6,10.0,0,1,2,0,0,21,0
ISW-2019-01556,8.32,7.92,0.8615,0,0,7,28,5,1,27,5.0,8.7,0,0,0,0,0,19,0
ISW-2021-01557,8.83,9.24,0.8654,2,1,6,47,8,1,20,6.2,9.8,1,0,0,0,0,21,0
ISW-2024-01558,7.82,7.92,0.7729,6,3,5,8,3,1,23,4.6,9.2,0,3,0,0,1,21,1
ISW-2024-01559,7.91,7.89,0.8251,1,1,6,20,4,1,17,6.8,8.4,1,1,0,1,1,24,0
ISW-2019-01560,7.03,7.39,0.7411,3,1,5,39,7,0,67,5.5,8.4,0,1,0,0,1,21,1
ISW-2020-01561,9.26,8.95,0.8215,0,0,1,63,10,0,28,7.4,10.0,0,2,1,0,1,24,0
ISW-2025-01562,8.85,8.82,0.9103,0,0,6,21,4,0,13,7.8,10.0,0,1,0,1,0,24,0
ISW-2024-01563,8.98,8.62,0.9026,0,0,7,42,7,0,39,6.7,9.4,0,0,0,0,0,25,0
ISW-2019-01564,7.04,7.33,0.8799,1,1,5,41,7,0,39,5.0,8.7,1,0,0,0,0,27,0
ISW-2025-01565,8.41,8.4,0.8104,2,1,6,33,6,0,17,6.0,10.0,0,0,2,1,1,23,1
ISW-2021-01566,9.31,9.59,0.9508,0,0,6,14,3,0,6,6.8,9.9,0,0,1,0,0,28,0
ISW-2021-01567,7.85,8.08,0.7728,0,0,6,0,1,0,0,4.7,8.6,0,1,0,0,0,24,0
ISW-2023-01568,7.71,8.06,0.9488,0,0,7,0,1,0,0,5.4,9.7,0,1,0,1,1,22,0
ISW-2025-01569,7.84,7.53,0.7136,1,1,5,13,3,1,17,5.6,9.1,0,0,2,0,0,21,1
ISW-2024-01570,7.57,7.63,0.9187,0,0,5,14,3,0,12,6.0,9.0,1,1,0,1,0,29,0
ISW-2018-01571,7.92,8.2,0.8107,0,0,5,14,3,1,8,5.9,9.0,0,2,1,0,0,24,0
ISW-2021-01572,8.84,8.89,0.8455,1,0,7,20,4,1,14,7.0,9.2,0,3,1,0,0,23,0
ISW-2019-01573,6.92,6.49,0.7613,1,1,5,20,4,1,50,5.5,7.4,0,0,1,1,0,22,1
ISW-2020-01574,9.32,9.35,0.9185,0,0,5,35,6,0,2,6.9,10.0,0,3,0,0,0,24,0
ISW-2018-01575,8.64,8.33,0.8483,0,0,5,0,1,0,0,6.2,8.9,0,2,2,1,0,24,0
ISW-2018-01576,8.32,8.41,0.7545,0,0,6,7,2,1,6,6.2,9.6,0,0,0,0,1,22,0
ISW-2018-01577,10.0,10.0,0.9327,1,1,7,34,6,1,7,8.7,10.0,0,0,0,0,0,25,0
ISW-2023-01578,9.47,9.57,0.8092,1,0,5,34,6,0,7,7.0,10.0,1,0,0,1,1,23,0
ISW-2023-01579,6.25,6.4,0.9421,2,1,1,61,10,0,131,3.2,6.9,1,1,0,0,1,26,0
ISW-2019-01580,8.03,8.27,0.8386,1,1,5,41,7,0,28,5.8,9.3,1,1,0,0,1,24,0
ISW-2018-01581,8.68,8.43,0.7748,3,2,7,39,7,0,46,7.6,10.0,1,1,1,0,1,25,1
ISW-2022-01582,6.73,6.4,0.5681,5,5,5,2,2,1,17,4.5,7.9,0,2,2,1,0,22,0
ISW-2025-01583,7.73,8.03,0.9546,2,1,5,12,3,0,15,7.0,9.5,1,0,0,1,0,23,0
ISW-2019-01584,7.97,7.74,0.7113,3,2,5,4,2,1,12,4.9,8.1,0,0,2,0,0,21,1
ISW-2022-01585,8.56,8.99,0.8364,1,1,7,20,4,0,11,8.0,9.9,0,2,2,0,0,18,0
ISW-2019-01586,8.24,8.3,0.8412,1,1,7,48,8,1,41,6.0,9.9,0,3,0,0,1,25,0
ISW-2019-01587,9.15,9.05,0.817,1,1,5,6,2,0,5,6.9,9.8,0,2,1,0,1,21,0
ISW-2021-01588,6.62,6.92,0.8612,1,0,6,20,4,1,29,4.3,7.3,1,0,2,0,0,22,1
ISW-2022-01589,8.73,8.54,0.8352,2,1,5,5,2,1,4,7.2,10.0,1,0,1,1,0,24,0
ISW-2019-01590,9.34,9.33,0.9155,0,0,7,0,1,0,0,5.8,10.0,0,0,0,0,1,22,0
ISW-2025-01591,8.96,9.02,0.8248,0,0,7,0,1,0,0,7.4,10.0,0,0,2,0,0,19,0
ISW-2023-01592,8.18,8.51,0.9609,0,0,5,0,1,0,0,7.6,9.2,0,0,1,0,0,21,1
ISW-2018-01593,7.46,7.9,0.937,2,1,7,47,8,0,35,6.3,8.4,0,3,0,0,1,20,0
ISW-2023-01594,8.56,8.44,0.8113,1,1,5,13,3,0,11,5.8,8.8,1,1,0,0,1,19,0
ISW-2023-01595,8.43,8.51,0.8617,2,1,6,33,6,1,35,6.3,9.3,1,0,0,0,0,25,0
ISW-2021-01596,8.52,8.88,0.9083,1,1,7,27,5,0,14,6.6,10.0,0,0,0,0,0,23,0
ISW-2024-01597,8.54,8.67,0.8632,0,0,6,0,1,0,0,7.1,9.6,0,0,0,1,1,27,0
ISW-2025-01598,9.75,9.56,0.783,0,0,6,0,1,0,0,6.8,10.0,0,1,0,0,0,24,0
ISW-2024-01599,7.42,7.5,0.8354,1,1,6,34,6,0,31,4.7,7.9,0,1,2,0,1,23,1
ISW-2018-01600,8.94,8.95,0.9194,0,0,7,7,2,0,5,7.1,10.0,0,0,1,1,1,21,0
ISW-2020-01601,7.34,7.57,0.918,0,0,5,49,8,0,60,4.9,8.3,0,2,0,0,1,26,0
ISW-2020-01602,8.09,7.86,0.8496,0,0,6,0,1,0,0,4.8,8.8,0,0,0,0,1,23,0
ISW-2018-01603,8.66,9.03,0.8177,1,1,6,27,5,1,17,7.3,10.0,0,0,0,1,1,19,1
ISW-2025-01604,8.6,8.57,0.8295,1,1,5,34,6,0,19,5.4,9.2,0,3,0,0,0,20,0
ISW-2022-01605,9.52,9.67,0.9449,2,1,7,5,2,0,1,7.7,10.0,1,0,1,0,0,20,0
ISW-2022-01606,9.24,9.13,0.8807,2,1,7,5,2,1,4,6.7,9.7,0,0,0,1,1,21,0
ISW-2025-01607,6.56,6.65,0.7767,6,4,7,50,9,1,105,5.6,8.1,1,1,2,0,0,28,0
ISW-2024-01608,9.2,9.23,0.8887,0,0,7,7,2,1,3,6.8,10.0,0,0,0,1,1,24,0
ISW-2019-01609,8.44,8.45,0.9241,2,2,7,12,3,0,10,7.4,9.1,0,0,0,0,0,21,0
ISW-2020-01610,5.89,6.6,0.7656,2,1,5,12,3,0,27,3.3,7.2,0,0,2,0,0,20,1
ISW-2022-01611,9.56,9.59,0.9526,0,0,5,7,2,0,3,7.9,10.0,1,0,0,0,0,20,0
ISW-2025-01612,7.3,7.32,0.897,2,1,5,33,6,0,36,5.0,8.1,0,1,0,0,1,22,0
ISW-2019-01613,8.55,8.34,0.8843,0,0,7,35,6,0,19,7.2,9.0,0,0,0,0,0,26,0
ISW-2022-01614,7.53,8.05,0.8321,0,0,6,7,2,1,0,5.8,9.5,0,2,1,0,0,26,0
ISW-2025-01615,7.66,7.72,0.8437,1,1,6,34,6,1,34,5.6,8.8,1,2,0,0,0,24,0
ISW-2022-01616,9.4,9.63,0.7456,0,0,7,0,1,0,0,7.7,10.0,0,0,2,0,0,23,0
ISW-2023-01617,8.48,7.88,0.8736,0,0,7,0,1,0,0,6.9,9.2,0,0,1,0,1,18,0
ISW-2020-01618,6.17,6.38,0.8548,3,1,7,18,4,0,42,5.5,8.0,1,0,2,0,1,20,1
ISW-2019-01619,9.33,9.66,0.9222,0,0,1,63,10,1,27,6.6,10.0,0,0,1,0,1,23,0
ISW-2021-01620,6.8,6.7,0.8621,0,0,5,0,1,0,0,3.4,8.2,0,0,1,0,1,27,0
